"ID","AGE","WEIGHT","ID_NUMBER","GENDER","NATIONALITY"
8498,44,92,"RX18817244GJO7815323P2114794",1,"Barbados"
8499,85,32,"TR66924257YVE5693411D7211226",2,"Bhutan"
8500,65,65,"DW70681888TGA2624135E5515313",2,"Saint Kitts and Nevis"
7001,84,65,"VM40854813TMX9177532K4405661",2,"Kuwait"
7002,88,38,"RV52347332SPZ5323192R2932026",2,"Uganda"
7003,71,95,"PH80591756WQB7211444E1455067",1,"Japan"
7004,85,123,"ZM86699549EQY7616572D6833498",2,"Egypt"
7005,82,33,"FO47145785RXA3489792O8744224",1,"Burundi"
7006,63,74,"VS16878758LHK0463496C2634324",1,"Brunei"
7007,89,40,"FC82081217GTB7417654L2617888",2,"Timor-Leste"
7008,45,42,"YH77246388DQD4774476X2032806",1,"Cameroon"
7009,76,32,"CN15469532FFC6620492O1458451",2,"Tajikistan"
7010,10,81,"JR48347722TPD0328105H1654674",1,"Swaziland"
7011,35,106,"RA56076202MBF5667394G3618914",2,"Bolivia"
7012,67,125,"BQ13812526XUF2246173Y5024710",1,"Antigua and Barbuda"
7013,85,94,"LG26773205JEM2228651B1848762",1,"Venezuela"
7014,81,53,"CP75232486YKV4846981U4270154",1,"Thailand"
7015,50,39,"PN64622484FFP6389318N8955717",2,"Equatorial Guinea"
7016,11,126,"JO50835711FOM5754240R9619565",2,"Christmas Island"
7017,61,93,"QS44822939PUC0585557H7668022",2,"Dominican Republic"
7018,40,74,"CN21074945JME5863861K2316754",2,"Guam"
7019,25,123,"SA16514927PTL7476286A9934076",1,"Rwanda"
7020,47,116,"BB38464209OJN3551129N8836255",1,"Singapore"
7021,43,96,"XK52286282HGK2973812Y8665111",1,"Viet Nam"
7022,55,49,"US70450545AOH0981391U5313826",1,"Anguilla"
7023,39,63,"NP74741172OWB2693684X3587285",1,"India"
7024,88,67,"EN11769174YGH8020188Y6646718",1,"Sierra Leone"
7025,62,127,"IL47277222KYY8094157H4737207",1,"Uruguay"
7026,40,47,"JO42648526JEY1144829C1515879",1,"Chile"
7027,17,71,"PX77723384GZA7317757O8659904",1,"India"
7028,83,108,"BH75338348EIV1261512E7464264",1,"Chad"
7029,74,130,"NM17377568HSH8118643E3487272",1,"Saint Lucia"
7030,21,49,"JM43491110AKX5273844N6048969",2,"Romania"
7031,17,122,"LO78666648OYI8125217M4988151",2,"Burkina Faso"
7032,25,126,"JU44851784YBK0742625D1002254",2,"Niger"
7033,31,131,"ME70463618DDL3314436W7276781",1,"Nicaragua"
7034,15,66,"XM63758434JLI8731215E5375406",2,"Cuba"
7035,83,100,"SD63338787CTO8212782B4201318",2,"Slovenia"
7036,3,115,"WS82125569TYJ5311542L5665856",1,"Yemen"
7037,13,43,"RZ29317660QYE1967348T5042174",1,"Norway"
7038,26,108,"IB25584161OCJ8128653F5263777",2,"Pakistan"
7039,33,107,"UD51882662BFR3429211O4874656",1,"Zambia"
7040,26,42,"GI54738959IHD6363774T6161066",2,"Isle of Man"
7041,50,55,"KC37378580HKO7238545U8015437",2,"Falkland Islands"
7042,19,49,"DU15827391TTG7710373Z9321101",2,"Ethiopia"
7043,16,39,"TR60331194XJF6280739O2476298",2,"Togo"
7044,39,40,"YT54220648XYT8753736D5115866",1,"Moldova"
7045,12,48,"EE55874488NYJ3477332H7395664",1,"Venezuela"
7046,72,123,"FS42171623JSV8265659J7401218",2,"Aruba"
7047,55,137,"OM54335456XYJ9118330G3415406",1,"Canada"
7048,19,54,"GJ41337031RIU2860931B4504728",1,"Grenada"
7049,1,118,"VM86455727XKL4620265J2479446",2,"United Kingdom (Great Britain)"
7050,72,56,"ZH64230371SJM7730751U5833477",2,"Marshall Islands"
7051,79,77,"ZL33888929PMY0667072T8611464",2,"United Kingdom (Great Britain)"
7052,8,77,"WD57576207QLP5665236D1892341",1,"Trinidad and Tobago"
7053,55,132,"TV17254455JGW3385486V8586366",1,"Puerto Rico"
7054,19,59,"VC24287857ORK5301305R2816224",2,"Poland"
7055,37,113,"WD66857289CNT1646943I6481438",1,"Iraq"
7056,71,99,"OX33721486IXB5848202X1233387",1,"Brazil"
7057,62,73,"JD42716598VPD2514893U8464386",1,"Papua New Guinea"
7058,76,126,"IG21511819BXU8767275P5371504",1,"Indonesia"
7059,80,65,"BU63472223YIO6257170H1629211",1,"Angola"
7060,88,53,"OJ27660862NDO4802318U6250587",2,"Andorra"
7061,60,133,"EZ11614873EMV9238282C2673366",1,"Guernsey"
7062,56,49,"XH19633063ZRN6849755C3552144",2,"Seychelles"
7063,44,122,"ZV48751133GGI1254644I5387620",1,"Guyana"
7064,56,67,"XT06206277BGD9521250H8722558",2,"Seychelles"
7065,58,79,"NO19617440TEH7366333W0008255",2,"Mayotte"
7066,75,34,"JV79725865JXV2398140Q8732612",2,"Mexico"
7067,51,57,"IB22682215PPY7288364Z1563655",2,"Egypt"
7068,31,62,"SF14732366UMP4804451D8134441",2,"Oman"
7069,67,43,"HM43882623GME6182669R6220088",1,"Hungary"
7070,37,140,"GY76616818RNE5496939U6682639",1,"French Polynesia"
7071,76,35,"UJ88352824AXT1096873D5477727",1,"Qatar"
7072,43,94,"JA21837517WLS9114352B1898636",1,"Martinique"
7073,46,43,"XX72516139XHN4026954W1757762",2,"Macedonia"
7074,74,75,"SA32410257CFS3613577R3899869",1,"Falkland Islands"
7075,42,75,"BZ07228233PJG1607241J2667253",1,"Greece"
7076,79,38,"VH61082107POF7722558H7296294",2,"Uzbekistan"
7077,83,94,"HH51229621QHP4610926N3485342",1,"Guyana"
7078,39,77,"HV02724894JRX1390866I4831178",1,"Bonaire, Sint Eustatius and Saba"
7079,21,109,"KD31393479GIZ9092412B6361151",1,"Botswana"
7080,77,69,"KX62377685YQQ4356857D4828630",1,"Cayman Islands"
7081,82,137,"TJ55743112NHU5106605D8869925",2,"Montenegro"
7082,43,111,"NE73831561KMG4773643Y8370423",1,"Georgia"
7083,9,79,"HE11641775MJL5127508U0858106",1,"Marshall Islands"
7084,78,138,"BW16372117FHN3158488C2762409",1,"Honduras"
7085,22,38,"XP68489566YHR9043512R3113027",1,"Greenland"
7086,30,101,"SB56750875XTM6983735Y8949984",1,"Barbados"
7087,8,78,"KJ13777765PEB8176989N4764393",2,"Russian Federation"
7088,15,94,"MF33353423OTN6374622Q2344883",1,"Somalia"
7089,28,72,"SR69151255KPD2835588R4644221",2,"India"
7090,49,62,"SM45715543SRJ5858322X4372661",2,"Kuwait"
7091,23,69,"EF35891960WDD8186353F9345859",2,"Lithuania"
7092,40,98,"BP49535368MMQ4271542Y5715274",1,"Barbados"
7093,16,41,"TT94366012FZP1567583K7932371",1,"Thailand"
7094,54,98,"CD04434074WNL1129796J1513205",1,"New Zealand"
7095,59,60,"DG09862552HEN2363744B8318173",2,"Tunisia"
7096,11,58,"HE64695966IGU5560764E3558501",2,"Antarctica"
7097,65,76,"DR51962161CME1350687I6636726",2,"Moldova"
7098,39,86,"AM85124967SRF6955857R8675378",2,"Tanzania"
7099,27,38,"YH76192787TSK8033211K5616432",2,"Northern Mariana Islands"
7100,13,50,"IN26893792LDF7236062W2727257",1,"Isle of Man"
7101,5,67,"CL90258328RBI1507709V0353066",2,"Russian Federation"
7102,89,79,"RT49852573TPF3784136N3864612",1,"Libya"
7103,67,113,"NI54542245KDV3127432X3519017",2,"Trinidad and Tobago"
7104,9,59,"VK34351209BRR0333777Y4956694",1,"Slovakia"
7105,66,138,"SK19435438MKE1148751R4563154",1,"Botswana"
7106,57,86,"JT31469640IPR1612488R1288086",1,"Belize"
7107,18,116,"BM48477544JCJ6821191R5044521",1,"French Southern Territories"
7108,5,112,"FL86006664FDX5453519J5221435",2,"Sao Tome and Principe"
7109,67,107,"EL67728803OLS2150682Y6320334",1,"French Polynesia"
7110,40,112,"DQ67193429FQW4128872S1369184",1,"Cape Verde"
7111,57,124,"XH38453385DXD7747724J5208125",1,"Czech Republic"
7112,17,134,"YV22093137FBP6346637M2373096",2,"Morocco"
7113,83,92,"DT20580301YRQ7241692P5562869",2,"Canada"
7114,56,45,"HH42627211NVA3660336Z2940139",2,"Bolivia"
7115,53,106,"BV62029444MGC3759153I7557332",2,"Eritrea"
7116,5,104,"ZJ45143786ACF7579275O7698708",2,"Nigeria"
7117,88,92,"AP74359869YIH1168594D0332427",1,"Kiribati"
7118,66,101,"SS81500964SGB8170820L7915164",2,"Macedonia"
7119,69,84,"OP85887143BRO1386696D5954393",2,"Sudan"
7120,33,56,"BO20418833JHO1436614W5568248",1,"Paraguay"
7121,60,86,"YI31741810HHP7815115T3471686",2,"Sudan"
7122,68,130,"SI71775365YGT7464456B0738482",1,"Bangladesh"
7123,11,86,"XI39485193AGE4071652T5512219",1,"San Marino"
7124,49,120,"CF35843065HEW7120727Z2561627",1,"South Georgia and The South Sandwich Islands"
7125,30,85,"BH75625751VVW2444786Z1412783",1,"Micronesia"
7126,4,39,"NU65826908NIE7408156U2839417",2,"Cyprus"
7127,60,76,"YB51371213MWQ7795254M3173327",1,"Niue"
7128,43,41,"JJ46756961NRR5738771A3602396",2,"Viet Nam"
7129,6,81,"JD84345836DUA9377163E4493541",1,"Canada"
7130,5,123,"FB70670135MXO1836471Q6889236",1,"Sint Maarten"
7131,51,78,"PY45296648KTY4110215R6317337",1,"New Caledonia"
7132,19,82,"LR30324363QII1933217E8869855",2,"Guernsey"
7133,56,46,"TC12562836OND1886858N1733834",2,"Sao Tome and Principe"
7134,15,85,"CU57740535USW5676878E8503314",2,"Costa Rica"
7135,77,54,"NV02922817OWR7597337L1271172",2,"Spain"
7136,40,111,"BE74373585YIV8182353Q4081258",2,"Marshall Islands"
7137,3,32,"MG88844776DTP4407835F6445660",2,"Yemen"
7138,74,130,"LE77425424KRH5657337N2564818",2,"Malaysia"
9151,28,47,"VJ39585347GXN2393843O4580682",1,"Zimbabwe"
9152,18,73,"CU53435719MUB1785136E1579759",2,"Philippines"
9153,14,83,"HB40632511MLD1712332H2250685",2,"French Polynesia"
9154,23,105,"FM72153396MWM2238066L7941221",2,"Hong Kong"
9155,32,121,"PK53875441ORY9296861N2787151",1,"Ghana"
9156,73,67,"PN18163588QCS2341346J2287422",2,"Kiribati"
9157,33,56,"OT87596132SHS4438338G2876374",1,"Madagascar"
9158,43,108,"HU72557487EVT6273828N5722961",2,"El Salvador"
9159,55,50,"HA37737021NTQ3841972W3474512",2,"Hong Kong"
9160,24,61,"NW69375263LUT1831273N4020188",2,"Dominican Republic"
9161,40,45,"GW43555180NFI8725047W8768630",2,"Georgia"
9162,31,105,"HO85183227SFF1358129N4771370",1,"Djibouti"
9163,59,95,"EZ35226415PCY3632626E0390297",2,"Pakistan"
9164,76,89,"HX76365184NLU6163233X5567577",1,"Saint Martin"
9165,78,69,"GR71567349SZI9937339O6566329",2,"Australia"
9166,58,63,"UH56663347LXX0866396F7525881",1,"Haiti"
9167,79,46,"GR93085854ELZ8292483I1677852",1,"Liechtenstein"
9168,57,75,"RR52765161XGY5862186T8338669",2,"Paraguay"
9169,79,108,"TM88148637DDB1165222G0851249",1,"Martinique"
9170,29,60,"IN48158822MDV3682157C0853704",1,"Bouvet Island"
9171,34,48,"EF12323481EVA6800386J6290180",2,"Mongolia"
9172,5,34,"KO62528724KJT5144513K8178349",2,"Albania"
9173,88,78,"MC28739026SCG3160514U5344326",1,"Mongolia"
9174,84,70,"JK89276870QRI1465977G6342626",1,"Grenada"
9175,24,91,"DT62616438WVK9586212Q1143150",1,"Maldives"
9176,82,108,"WJ20842133WBD8421411G8841520",2,"Peru"
9177,9,37,"RW82539632FQU9462379X3864861",1,"Seychelles"
9178,70,59,"JT48392054LHO1831256O7773220",1,"Cocos (Keeling) Islands"
9179,83,95,"CE11367692IRH6674974V3627662",1,"Egypt"
9180,66,77,"GQ50387757NYB2341492M3572553",2,"Guinea"
9181,62,66,"EC72821749HWD6336476R7150370",2,"Lithuania"
9182,5,84,"XD34317945YWE0342570V1379429",1,"Nigeria"
9183,6,73,"BU81326154EUA5387636H2732519",2,"Curaçao"
9184,11,124,"TL49546200IRK3898770G6833285",1,"Finland"
9185,57,131,"OV64416338PBR0682083R5078811",1,"Saint Kitts and Nevis"
9186,66,63,"DR48819427FFF6651107K5131432",2,"Benin"
9187,79,35,"HY61359662UTG2534458C5171731",1,"Uruguay"
9188,29,124,"VI63421499JUS2257625M6357541",2,"Qatar"
9189,7,34,"HF75731091BRY2383791D4964667",1,"Honduras"
9190,20,47,"EE16322851MXQ9338196O9891754",2,"Nepal"
9191,30,92,"SH36726978TOJ8506632I1327628",1,"Norway"
9192,79,91,"HY80938664LVQ8775211T4373527",1,"Sweden"
9193,19,137,"LT63255448FGK1272702R4398697",2,"Trinidad and Tobago"
9194,39,40,"RO84627877TID3836682T6508654",1,"Bulgaria"
9195,64,80,"TZ51978719NJC3776382K8658177",1,"Latvia"
9196,14,78,"OP56307224LDU6421653V4692336",1,"Singapore"
9197,55,67,"IE22118295XGD1671289D3352240",1,"Hungary"
9198,46,62,"AS68297435YUB5852338H0772038",1,"French Guiana"
9199,68,82,"WL17120767JKT8656649S5755331",2,"Montenegro"
9200,73,62,"IA98418644NDQ2635532B3353268",2,"Monaco"
9201,5,68,"QD82100756YWI2184473K7402292",1,"Seychelles"
9202,83,41,"UJ59061565RTO1598717R7497674",1,"Nauru"
9203,88,96,"CW19928255ULT8821771C0298604",2,"Luxembourg"
9204,60,117,"SF33978949TCB6983879U6681456",1,"Croatia"
9205,79,139,"LD81545934FEB6484816J3110927",1,"Denmark"
9206,78,136,"JT73011243YRY4288635W5558185",2,"Switzerland"
9207,45,129,"NC42233029CCY8102436R8462998",2,"Albania"
9208,67,138,"IL55708963FPU3146100J0934222",1,"United Kingdom (Great Britain)"
9209,74,31,"LP30314760DIU8736268L9692512",2,"Togo"
9210,15,73,"IM34719395FYA6537129K7332441",1,"Puerto Rico"
9211,15,45,"KI37798970QSX8145976F1448533",1,"Papua New Guinea"
9212,84,67,"HB06542718LJO1323270G6572789",1,"Comoros"
9213,78,73,"TH72878885OOQ4585639S1255711",1,"Afghanistan"
9214,47,52,"QN75273566OYM2855131X2383679",2,"Pitcairn Islands"
9215,35,87,"WX21292133ESS8181697W1386643",1,"Malaysia"
9216,10,122,"PE47080369BXQ6276482H8772280",2,"Israel"
9217,39,51,"FH85429229IML9831235N6481817",2,"Palestine, State of"
9218,22,123,"EU81220785KUB3185288O1545376",1,"Singapore"
9219,8,108,"UT37942712EDJ5645829D8098357",2,"Norfolk Island"
9220,59,112,"NK31181235GWS6975345S3828294",2,"Namibia"
9221,29,42,"WI43196851ZBG5706285B4027357",2,"Malta"
9222,9,47,"OH66537624PVK3286016O8135634",2,"Hong Kong"
9223,21,57,"VB02864470SVS4827876E7205264",1,"Comoros"
9224,43,87,"VE41487252EWW0173382E3924254",2,"Bahrain"
9225,10,64,"DE90527942HMF2321233N8660816",2,"Somalia"
9226,28,61,"KS51704716CTE3614524Q5855726",1,"Czech Republic"
9227,9,100,"VA14482344TDH2838211E8321465",2,"Lithuania"
9228,65,62,"TL44126957WUK2043765W1124231",2,"Norway"
9229,74,41,"KR14773582KQF1111287K5248491",2,"Viet Nam"
9230,6,104,"GQ35413671GHG5216585A1312956",2,"Uzbekistan"
9231,19,86,"ZM53356578WFE4867837L4125553",1,"Jordan"
9232,27,117,"XE98321317ERS5032461A0323275",2,"Belarus"
9233,44,109,"RE76093082NBW3113254N0869252",1,"Marshall Islands"
9234,56,107,"LI18173120VTB1016373G4838721",1,"Holy See (Vatican City State)"
9235,53,81,"MY67801442EOC8342637K3615983",2,"Barbados"
9236,60,128,"YM81829512BYB3687892F6733177",1,"French Southern Territories"
9237,9,49,"EM42116084ORD3894516V8726850",2,"Saint Barthélemy"
9238,61,122,"PG75383287NYO4586071M9524834",1,"New Caledonia"
9239,84,111,"XR37798651XCD3634591I9678447",1,"Saint Vincent and The Grenadines"
9240,24,76,"EH85056571PDF2684153F4836667",2,"Libya"
9241,19,61,"HJ86035713TQY9458067C5894120",2,"Greenland"
9242,71,98,"NF28745643OLX2692784Y5752145",2,"Belgium"
9243,59,44,"KW41632393NUC4728518C6372476",2,"Turkey"
9244,21,71,"FI63155260UPG7334173M2759820",2,"Tokelau"
9245,36,48,"YE67166553HJW6588682P1458101",1,"Central African Republic"
9246,70,94,"WW65577567JCQ7667322B7883186",1,"Serbia"
9247,47,74,"PL62273401YKO8657614L7120377",1,"Jamaica"
9248,11,58,"KT37829643YQG4453346F4670694",2,"Myanmar"
9249,26,52,"MF97742101BIY7544247M3548076",2,"Barbados"
9250,33,103,"LL53276326BNW5781128O2664277",2,"Congo (Brazzaville)"
9251,34,55,"KO65555385HXE1986871D0823614",2,"Micronesia"
9252,14,33,"FE48275875YVP3289333P7885793",2,"Gambia"
9253,55,55,"EU74218443PRG1929561B9745114",1,"Montenegro"
9254,18,68,"ZL00196343QIM1835178Y9611518",2,"Namibia"
9255,71,65,"OK17673831DOI8303054V5703533",1,"Mexico"
9256,27,76,"JZ82178071XIP4831746G4183843",2,"Croatia"
9257,81,69,"RH49329401POS7844972J2078366",1,"Uruguay"
9258,44,128,"EG45244682TGL8714545J1639418",1,"Bermuda"
9259,53,89,"LV77575585SRJ5953053K6501833",2,"New Zealand"
9260,15,100,"KW41364758VNX7674641M8378584",2,"Cape Verde"
9261,27,65,"TR70132638IFP4964394C9216110",2,"Jamaica"
9262,14,76,"SL04132932SHJ1618291P7685674",1,"Madagascar"
9263,54,96,"CE88464764TQU9987518L6337292",1,"Cuba"
9264,56,43,"WV94796797PXK1742644U5113444",1,"Georgia"
9265,60,114,"LJ10103294NMK4713715J2131738",1,"Andorra"
9266,35,70,"WO14625756VLH7186448E3447877",1,"Northern Mariana Islands"
9267,43,57,"LR03677702RNJ6926341H8709751",2,"Libya"
9268,85,51,"BU48291434BDB8325541C2755081",2,"Kazakhstan"
9269,87,82,"OI61928887WVG7243527Y5813454",1,"Guadeloupe"
9270,66,61,"RY44571773VXJ8854354W2614719",1,"Colombia"
9271,24,68,"GJ72161314WXW4597414V7116127",2,"Italy"
9272,6,128,"BO41462611WLI4491541I7284380",2,"Belgium"
9273,47,100,"UV43927647HRY1775424G4085565",2,"Congo (Brazzaville)"
9274,80,98,"NG42179493KYW6187576V3516920",2,"South Sudan"
9275,76,95,"WH55665725NER6982748K8132546",2,"Iraq"
9276,35,34,"LV54662219NSD3454128Y3316634",1,"Sint Maarten"
9277,80,75,"SS75703854YYP8482291L8364538",1,"Brunei"
9278,49,85,"OI98203573AWX8368566U4711710",2,"Sweden"
9279,80,85,"XB45338561IGK7580177L3546880",2,"Rwanda"
9280,8,57,"JJ31266709RGX2604522F6218312",1,"Mali"
9281,52,138,"DG67696995GNR0291108O4168681",1,"Ethiopia"
9282,45,126,"FW38960968ORC3824472D0115259",2,"Svalbard and Jan Mayen Islands"
9283,69,102,"NM86016174UHF6387745U4333602",2,"Northern Mariana Islands"
9284,77,118,"CV22364650DHR8178186R5966376",2,"Qatar"
9285,42,98,"LN49348918XOG1772440H9461513",1,"Panama"
9286,86,101,"XU17789115XGY9632527B2373674",1,"Uruguay"
9287,38,36,"DE71326437TEX8675578O7912629",1,"Christmas Island"
9288,87,49,"QG45154791EYI3236228H2652183",2,"South Sudan"
9289,63,91,"TJ20467840XCG3713656K0453897",1,"Spain"
9290,69,101,"IB98188923BOU4280382V2254641",1,"Comoros"
9291,63,36,"IG16424343OEM7339058O9488585",1,"Taiwan"
9292,57,41,"VG55418386QUP8808486N9142324",2,"Timor-Leste"
9293,82,104,"CH54748060POC3726046A9418157",2,"Armenia"
9294,70,122,"QV26132016KXO5857761R6958585",1,"Cayman Islands"
9295,60,57,"CB61742166IEP7360224S9216407",1,"Monaco"
9296,56,63,"RT64138791USA6126188E3854104",2,"Timor-Leste"
9297,88,100,"FV69123317ZHM7297640X8719143",2,"Nepal"
9298,1,65,"BB91956862WDI0115031U7926742",2,"United States"
9299,77,116,"MX05895540YYX7117786P0405054",2,"Tonga"
9300,27,64,"PC66614047MNF8477737J4983257",1,"Burundi"
9301,83,120,"IP42584175IIJ6966488X3525149",2,"Honduras"
9302,8,96,"QY82731587NBW7063871A1270840",1,"Montenegro"
9303,48,127,"YL89587474YHK7443933C5358086",1,"Fiji"
9304,38,110,"RS38689577MFR8689226Y2413782",2,"Indonesia"
9305,22,93,"RN51694837NIX7641933U2434083",1,"Romania"
9306,7,69,"YU21664627OYH7169408L2275571",1,"Kenya"
9307,58,48,"PE60275124ZFN3973698W8577486",1,"Lebanon"
9308,46,116,"TS01924936BGW7115262U4848617",2,"Cook Islands"
9309,47,121,"PA71672174IFO2596640C9427605",1,"Bahrain"
9310,21,44,"ZR22334026KLB8184032H3813617",2,"Sierra Leone"
9311,62,52,"DN42520110QSK0371142D7473321",1,"Cook Islands"
9312,45,84,"RI06103869VKS8904541Y7723701",2,"Greenland"
9313,60,86,"IC91583470VXX5352826M3536175",2,"Côte D'Ivoire (Ivory Coast)"
9314,63,55,"MH65113628XHH7675704U8150149",1,"Morocco"
9315,79,139,"FO36434735EZV7045243F5224526",2,"Saint Kitts and Nevis"
9316,38,32,"TQ87150412VPN9325118L9026465",2,"India"
9317,67,39,"IQ14529153NXL8596732C4352481",1,"Haiti"
9318,70,130,"YM69213735KYA3558752C2833874",2,"Martinique"
9319,81,113,"FS12034164VGE4975143T6736742",1,"Canada"
9320,48,125,"ZK63235832HNV0958446E5366470",2,"Saint Helena, Ascension and Tristan da Cunha"
9321,35,57,"NY14427478UWQ5358426B7760458",2,"Antigua and Barbuda"
9322,44,116,"IN58600207BVG4523033V8167154",1,"Macedonia"
9323,9,49,"HW72431853BFJ2103187E1168764",2,"Burundi"
9324,60,90,"XV09171271UCB4580100Z0992032",2,"Reunion"
9325,29,118,"SF46428879KTL2327527T8833895",1,"Tokelau"
9326,58,125,"FK11008445SKQ1762753V9248147",1,"Samoa"
9327,89,94,"ED62259111NPA7127517Z9352236",2,"Turkmenistan"
9328,39,132,"BJ35623380QDR7810468I0172938",1,"Mexico"
9329,22,36,"SK53888175IXG9487271M8978163",2,"Cocos (Keeling) Islands"
9330,14,138,"KG08852177BBJ1831252P0570984",1,"Norfolk Island"
9331,14,60,"GE18360827IMV3435174P8380501",2,"Ireland"
9332,47,127,"JF32503952SBI4556171U4504097",1,"Serbia"
9333,79,70,"BW51108738VVQ8146372B6719127",2,"Martinique"
9334,56,124,"BU43913205OUV9838286B8667197",2,"Andorra"
9335,27,100,"VY08124637SNU1159485L9636319",1,"Ukraine"
9336,63,133,"RP55535748QRW3975614P5048441",2,"Haiti"
9337,53,85,"LP44644530JSJ0654853U6451995",2,"Falkland Islands"
9338,85,59,"TD23255263HRQ5591991O3464732",2,"Guinea"
9339,38,123,"WF84227336SMI4316685I6691476",1,"Seychelles"
9340,53,31,"UI37521039XQE5661794H2822741",1,"Singapore"
9341,89,128,"JR29294315JFL7847313Z1634904",1,"Morocco"
9342,34,90,"XF30659499BMX8810638N6718593",1,"Ethiopia"
9343,56,83,"MY87228783DHL1586457E0496498",1,"Bahamas"
9344,25,137,"MZ17385020QHP2878786X6624634",1,"Mexico"
9345,74,51,"LT13484701YWF2577128F4676780",1,"Zambia"
9346,77,83,"KV21597855BCF3350345H5431731",2,"Switzerland"
9347,9,104,"DX33212811XGJ3085716D2744177",1,"Tuvalu"
9348,20,32,"FV01142078TQJ7361456Y6736492",2,"Heard Island and Mcdonald Islands"
9349,39,112,"DI31236392JYB8722574F1365737",2,"Kenya"
9350,31,66,"NE78752435WHM7535751W2533360",2,"United Arab Emirates"
9351,3,32,"WE31126742OCU1303573X8124386",2,"Monaco"
9352,55,67,"KM48773042RUB5184236M7888803",2,"Belarus"
9353,90,41,"YS53465151UOH9342877R5200270",1,"Martinique"
9354,60,79,"DP67922235IGT5313289E3652987",1,"Somalia"
9355,72,75,"OW13684765MRC3466707L2311772",2,"South Africa"
9356,57,69,"PS54202047OHS1775712H1442681",2,"Uzbekistan"
9357,45,45,"QR08866941YIX7537924S1854334",1,"Haiti"
9358,84,124,"GD11479487XGO6123783Y8036764",2,"Bolivia"
9359,87,70,"BE90883925QOH2456916G0896251",1,"France"
9360,51,84,"MT81396956VBB6303578K5778589",1,"Palestine, State of"
9361,15,74,"OG77770735DBP6337993H1386466",1,"Korea, North"
9362,57,140,"HU27971535EJN6717426B5167453",2,"Palestine, State of"
9363,41,47,"LN85746171GMA1344528G4822223",1,"Virgin Islands, British"
9364,82,69,"NS17535625JVK6327938R8155147",2,"Norway"
9365,21,58,"RA65277010AUH3648528I4046288",1,"Oman"
9366,6,109,"KO85953262OMT0177236U1113456",1,"Barbados"
9367,5,100,"KE86225545QIT3195278X1616516",1,"New Caledonia"
9368,29,57,"OF15816438QUN4888289G7485318",1,"Virgin Islands, United States"
9369,1,64,"HQ93520363CUZ9155157Q4790460",2,"Congo (Brazzaville)"
9370,39,69,"NO22931244HCF9477214M2755115",2,"Laos"
9371,22,35,"QA82948059WDE8687906H8161549",1,"Korea, North"
9372,37,132,"JR31275885JZU3168483G8513178",2,"Åland Islands"
9373,53,33,"ID07866716VOJ7242517B5211241",2,"Myanmar"
9374,88,73,"WX97993558XPE8718239J4683658",1,"Ukraine"
9375,75,111,"NQ57312483ZLE0830731S4446266",2,"Sao Tome and Principe"
9376,27,86,"UD29650490JEN7732677M4573133",1,"Congo, the Democratic Republic of the"
9377,32,86,"OX03115710JGE2265413C5031335",1,"Uganda"
9378,4,70,"IY74087936FNC1515211F7476613",2,"Tokelau"
9379,44,126,"AK49175411EIJ9487245F6611456",1,"Spain"
9380,38,97,"FD92768752TWC5988526Q2285119",2,"Greece"
9381,69,57,"JU10705162BST1656265F8625728",1,"Turkmenistan"
9382,55,125,"WX87117332IKU1510161S5106455",1,"Guernsey"
9383,71,126,"FV59964053ROK3828836X3306735",2,"Nepal"
9384,17,76,"SV18272111XXW5837510L3684655",2,"Ukraine"
9385,2,130,"NP73257114YYU6075457H8187427",1,"Grenada"
9386,14,134,"WF78626055HKK3352447V5163400",1,"Armenia"
9387,16,67,"QF83256246DXX5258233G9251336",1,"Dominican Republic"
9388,59,87,"KF31182733TGO9638283R4084418",2,"India"
9389,35,98,"JT85922471UTR6885926G2900477",2,"Mali"
9390,51,140,"DV73259594WGN0181351L4702847",2,"Liberia"
9391,38,128,"JD16509954SGJ0333811N8778441",2,"Guinea-Bissau"
9392,17,74,"PD18448294HDG3473669W3560340",1,"Malawi"
9393,74,41,"KN85084314XPY8803886P0917144",1,"Switzerland"
9394,41,62,"QN47605418SIJ1378378K4308314",2,"Kazakhstan"
9395,49,55,"WB85372064YRB9421363B3944177",2,"Cape Verde"
9396,72,35,"IH34845951KZP0888626T0624491",2,"Niue"
9397,14,84,"FL25301666WLW2854398M5570781",2,"Sweden"
9398,72,58,"DZ53438757TTA9363864V7368258",2,"Sri Lanka"
9399,54,51,"UN77504584DZV3024286B0261746",2,"Bahamas"
9400,84,68,"HQ69545656VIJ1631513D7405364",1,"Cambodia"
9401,50,94,"VJ25774244WYJ8423950L5961683",2,"Saint Pierre and Miquelon"
9402,70,73,"EW68904286GBT5567713B9674947",2,"Bahamas"
9403,85,45,"RG54168767REH6255437D0996746",2,"Poland"
9404,58,69,"XG57413225SEV2874511S9562887",1,"South Sudan"
9405,83,35,"UN43805876KQK4675281M7372109",2,"San Marino"
9406,57,136,"KD31156282NGO0141282G3844971",2,"Russian Federation"
9407,43,42,"LF46896015HQH6173711Q2767541",1,"Indonesia"
9408,25,113,"MH11745710IWB5666252S5828885",1,"Palau"
9409,25,70,"UI48722240XWX0675513D3785796",1,"Iran"
9410,4,37,"NZ65346423BEM1313863H5825758",2,"Norway"
9411,42,97,"YY56753079KNO2828621H3864811",1,"Micronesia"
9412,7,56,"CH38821715NXR8482314Y4451644",2,"Chad"
